75 32 1
29 69 1
78 -34 1
79 -18 1
52 -71 1
54 28 1
6 40 1
-99 21 0
37 -17 1
15 1 1
-35 -96 0
34 -34 1
24 37 1
81 -31 1
-41 -20 0
48 -45 1
-11 78 0
-70 -26 0
86 12 1
96 75 1
82 -62 1
64 -23 1
-32 -65 0
-45 -2 0
-46 -51 0
27 -83 1
25 68 1
99 65 1
91 -27 1
83 -99 1
-52 5 0
-53 58 0
19 88 1
20 -45 1
-44 77 0
-26 -58 0
-7 96 0
-16 -90 0
80 -8 1
95 68 1
52 37 1
-18 -47 0
19 47 1
-29 -62 0
7 -36 1
-58 -46 0
15 -7 1
93 -30 1
-44 72 0
-14 -81 0
75 -40 1
-67 -66 0
91 -52 1
-18 59 0
48 -5 1
40 28 1
-65 1 0
6 -58 1
56 -88 1
-52 7 0
-51 -21 0
-46 -34 0
-99 63 0
61 50 1
80 56 1
-89 98 0
-25 -9 0
75 -11 1
52 -7 1
-51 -64 0
76 -100 1
44 -5 1
32 -79 1
86 88 1
-75 33 0
-89 100 0
-34 -46 0
-43 45 0
86 -58 1
42 45 1
-43 25 0
83 -83 1
78 57 1
-96 -87 0
76 87 1
-64 -27 0
-88 28 0
-81 -22 0
82 19 1
5 -45 1
19 -72 1
23 51 1
32 -70 1
-95 40 0
-44 -41 0
-90 49 0
-80 30 0
-68 57 0
10 -18 1
-82 19 0
50 79 1
-48 19 0
-68 -92 0
15 -53 1
35 -25 1
79 -95 1
-62 28 0
62 22 1
-43 -33 0
56 26 1
84 -56 1
89 88 1
-9 94 0
63 76 1
1 0 1
90 -9 1
59 21 1
-41 12 0
73 -24 1
36 -36 1
-53 -98 0
-19 -18 0
61 37 1
-80 73 0
92 42 1
-62 -43 0
-85 21 0
-30 -17 0
22 7 1
37 -5 1
-40 -93 0
-40 10 0
69 -17 1
-23 74 0
-28 -74 0
-57 52 0
-27 3 0
-35 13 0
42 -29 1
49 75 1
70 38 1
32 6 1
-72 17 0
-20 -42 0
25 -48 1
54 8 1
59 -8 1
38 -74 1
-6 -44 0
-16 -69 0
77 96 1
54 75 1
75 87 1
-48 -10 0
-12 88 0
-93 -81 0
23 -5 1
-95 45 0
40 73 1
39 -54 1
94 -79 1
26 33 1
16 -71 1
74 29 1
-28 -48 0
-53 22 0
41 -51 1
-26 78 0
22 51 1
-54 -38 0
-84 88 0
-70 -52 0
100 -82 1
25 -23 1
36 16 1
14 13 1
-40 -78 0
-57 -26 0
13 85 1
-68 -53 0
-58 -52 0
-2 41 0
91 80 1
51 38 1
4 8 1
-44 -82 0
-28 -35 0
-81 94 0
-99 -84 0
-81 5 0
77 -56 1
65 -21 1
-59 27 0
56 -41 1
10 -59 1
-71 97 0
-82 28 0
67 80 1
63 -29 1
73 92 1
4 -15 1
-89 -98 0
86 12 1
33 100 1
-78 56 0
-10 -64 0
-91 27 0
10 31 1
70 28 1
72 48 1
22 -77 1
-41 -58 0
46 53 1
4 61 1
40 -18 1
80 10 1
-66 43 0
66 -35 1
26 -22 1
-60 70 0
-99 77 0
-91 61 0
55 18 1
-52 54 0
3 -87 1
-56 95 0
89 37 1
-74 51 0
-35 -74 0
-62 99 0
-35 67 0
59 45 1
-12 32 0
-54 -95 0
-84 88 0
98 41 1
-79 -23 0
-17 -89 0
82 -53 1
67 94 1
