75 1282.6
29 233.8
78 1380.4
79 1413.8
52 652.4
54 698.8
6 26.8
-99 1769.8
37 355.4
15 82.6
-35 182.6
34 306.8
24 170.8
81 1481.8
-41 261.8
48 564.4
-11 9.8
-70 847.6
86 1658.8
96 2042.8
82 1516.4
64 954.8
-32 148.4
-45 322.6
-46 338.8
27 207.4
25 182.6
99 2165.8
91 1845.8
83 1551.4
-52 444.4
-53 463.4
19 117.8
20 127.6
-44 306.8
-26 90.8
-7 3.4
-16 26.8
80 1447.6
95 2002.6
52 652.4
-18 36.4
19 117.8
-29 117.8
7 31.4
-58 564.4
15 82.6
93 1923.4
-44 306.8
-14 18.8
75 1282.6
-67 771.4
91 1845.8
-18 36.4
48 564.4
40 407.6
-65 722.6
6 26.8
56 746.8
-52 444.4
-51 425.8
-46 338.8
-99 1769.8
61 873.8
80 1447.6
-89 1413.8
-25 82.6
75 1282.6
52 652.4
-51 425.8
76 1314.8
44 482.8
32 276.4
86 1658.8
-75 982.6
-89 1413.8
-34 170.8
-43 291.4
86 1658.8
42 444.4
-43 291.4
83 1551.4
78 1380.4
-96 1658.8
76 1314.8
-64 698.8
-88 1380.4
-81 1157.8
82 1516.4
5 22.6
19 117.8
23 159.4
32 276.4
-95 1622.6
-44 306.8
-90 1447.6
-80 1127.6
-68 796.4
10 47.6
-82 1188.4
50 607.6
-48 372.4
-68 796.4
15 82.6
35 322.6
79 1413.8
-62 652.4
62 900.4
-43 291.4
56 746.8
84 1586.8
89 1769.8
-9 5.8
63 927.4
1 9.8
90 1807.6
59 821.8
-41 261.8
73 1219.4
36 338.8
-53 463.4
-19 41.8
61 873.8
-80 1127.6
92 1884.4
-62 652.4
-85 1282.6
-30 127.6
22 148.4
37 355.4
-40 247.6
-40 247.6
69 1097.8
-23 67.4
-28 108.4
-57 543.4
-27 99.4
-35 182.6
42 444.4
49 585.8
70 1127.6
32 276.4
-72 900.4
-20 47.6
25 182.6
54 698.8
59 821.8
38 372.4
-6 2.8
-16 26.8
77 1347.4
54 698.8
75 1282.6
-48 372.4
-12 12.4
-93 1551.4
23 159.4
-95 1622.6
40 407.6
39 389.8
94 1962.8
26 194.8
16 90.8
74 1250.8
-28 108.4
-53 463.4
41 425.8
-26 90.8
22 148.4
-54 482.8
-84 1250.8
-70 847.6
100 2207.6
25 182.6
36 338.8
14 74.8
-40 247.6
-57 543.4
13 67.4
-68 796.4
-58 564.4
-2 4.4
91 1845.8
51 629.8
4 18.8
-44 306.8
-28 108.4
-81 1157.8
-99 1769.8
-81 1157.8
77 1347.4
65 982.6
-59 585.8
56 746.8
10 47.6
-71 873.8
-82 1188.4
67 1039.4
63 927.4
73 1219.4
4 18.8
-89 1413.8
86 1658.8
33 291.4
-78 1068.4
-10 7.6
-91 1481.8
10 47.6
70 1127.6
72 1188.4
22 148.4
-41 261.8
46 522.8
4 18.8
40 407.6
80 1447.6
-66 746.8
66 1010.8
26 194.8
-60 607.6
-99 1769.8
-91 1481.8
55 722.6
-52 444.4
3 15.4
-56 522.8
89 1769.8
-74 954.8
-35 182.6
-62 652.4
-35 182.6
59 821.8
-12 12.4
-54 482.8
-84 1250.8
98 2124.4
-79 1097.8
-17 31.4
82 1516.4
67 1039.4
57 771.4
-40 247.6
-44 306.8
95 2002.6
80 1447.6
-21 53.8
-83 1219.4
99 2165.8
89 1769.8
-23 67.4
-97 1695.4
-33 159.4
-80 1127.6
63 927.4
-64 698.8
-93 1551.4
41 425.8
-95 1622.6
19 117.8
-23 67.4
-84 1250.8
-7 3.4
63 927.4
-11 9.8
57 771.4
-24 74.8
-76 1010.8
-35 182.6
76 1314.8
99 2165.8
37 355.4
-24 74.8
19 117.8
32 276.4
60 847.6
79 1413.8
51 629.8
31 261.8
49 585.8
-20 47.6
22 148.4
47 543.4
26 194.8
-32 148.4
74 1250.8
81 1481.8
-20 47.6
-68 796.4
-83 1219.4
91 1845.8
35 322.6
-44 306.8
34 306.8
-97 1695.4
-82 1188.4
-81 1157.8
-62 652.4
-1 5.8
-51 425.8
-48 372.4
-58 564.4
-99 1769.8
-7 3.4
25 182.6
88 1732.4
-2 4.4
-98 1732.4
68 1068.4
9 41.8
49 585.8
-98 1732.4
-84 1250.8
-94 1586.8
-28 108.4
44 482.8
80 1447.6
-5 2.6
-40 247.6
-100 1807.6
-69 821.8
49 585.8
-22 60.4
-80 1127.6
47 543.4
38 372.4
-73 927.4
33 291.4
-54 482.8
-75 982.6
65 982.6
-80 1127.6
11 53.8
64 954.8
65 982.6
-18 36.4
37 355.4
-53 463.4
