75 5625 1282.6
29 841 233.8
78 6084 1380.4
79 6241 1413.8
52 2704 652.4
54 2916 698.8
6 36 26.8
-99 9801 1769.8
37 1369 355.4
15 225 82.6
-35 1225 182.6
34 1156 306.8
24 576 170.8
81 6561 1481.8
-41 1681 261.8
48 2304 564.4
-11 121 9.8
-70 4900 847.6
86 7396 1658.8
96 9216 2042.8
82 6724 1516.4
64 4096 954.8
-32 1024 148.4
-45 2025 322.6
-46 2116 338.8
27 729 207.4
25 625 182.6
99 9801 2165.8
91 8281 1845.8
83 6889 1551.4
-52 2704 444.4
-53 2809 463.4
19 361 117.8
20 400 127.6
-44 1936 306.8
-26 676 90.8
-7 49 3.4
-16 256 26.8
80 6400 1447.6
95 9025 2002.6
52 2704 652.4
-18 324 36.4
19 361 117.8
-29 841 117.8
7 49 31.4
-58 3364 564.4
15 225 82.6
93 8649 1923.4
-44 1936 306.8
-14 196 18.8
75 5625 1282.6
-67 4489 771.4
91 8281 1845.8
-18 324 36.4
48 2304 564.4
40 1600 407.6
-65 4225 722.6
6 36 26.8
56 3136 746.8
-52 2704 444.4
-51 2601 425.8
-46 2116 338.8
-99 9801 1769.8
61 3721 873.8
80 6400 1447.6
-89 7921 1413.8
-25 625 82.6
75 5625 1282.6
52 2704 652.4
-51 2601 425.8
76 5776 1314.8
44 1936 482.8
32 1024 276.4
86 7396 1658.8
-75 5625 982.6
-89 7921 1413.8
-34 1156 170.8
-43 1849 291.4
86 7396 1658.8
42 1764 444.4
-43 1849 291.4
83 6889 1551.4
78 6084 1380.4
-96 9216 1658.8
76 5776 1314.8
-64 4096 698.8
-88 7744 1380.4
-81 6561 1157.8
82 6724 1516.4
5 25 22.6
19 361 117.8
23 529 159.4
32 1024 276.4
-95 9025 1622.6
-44 1936 306.8
-90 8100 1447.6
-80 6400 1127.6
-68 4624 796.4
10 100 47.6
-82 6724 1188.4
50 2500 607.6
-48 2304 372.4
-68 4624 796.4
15 225 82.6
35 1225 322.6
79 6241 1413.8
-62 3844 652.4
62 3844 900.4
-43 1849 291.4
56 3136 746.8
84 7056 1586.8
89 7921 1769.8
-9 81 5.8
63 3969 927.4
1 1 9.8
90 8100 1807.6
59 3481 821.8
-41 1681 261.8
73 5329 1219.4
36 1296 338.8
-53 2809 463.4
-19 361 41.8
61 3721 873.8
-80 6400 1127.6
92 8464 1884.4
-62 3844 652.4
-85 7225 1282.6
-30 900 127.6
22 484 148.4
37 1369 355.4
-40 1600 247.6
-40 1600 247.6
69 4761 1097.8
-23 529 67.4
-28 784 108.4
-57 3249 543.4
-27 729 99.4
-35 1225 182.6
42 1764 444.4
49 2401 585.8
70 4900 1127.6
32 1024 276.4
-72 5184 900.4
-20 400 47.6
25 625 182.6
54 2916 698.8
59 3481 821.8
38 1444 372.4
-6 36 2.8
-16 256 26.8
77 5929 1347.4
54 2916 698.8
75 5625 1282.6
-48 2304 372.4
-12 144 12.4
-93 8649 1551.4
23 529 159.4
-95 9025 1622.6
40 1600 407.6
39 1521 389.8
94 8836 1962.8
26 676 194.8
16 256 90.8
74 5476 1250.8
-28 784 108.4
-53 2809 463.4
41 1681 425.8
-26 676 90.8
22 484 148.4
-54 2916 482.8
-84 7056 1250.8
-70 4900 847.6
100 10000 2207.6
25 625 182.6
36 1296 338.8
14 196 74.8
-40 1600 247.6
-57 3249 543.4
13 169 67.4
-68 4624 796.4
-58 3364 564.4
-2 4 4.4
91 8281 1845.8
51 2601 629.8
4 16 18.8
-44 1936 306.8
-28 784 108.4
-81 6561 1157.8
-99 9801 1769.8
-81 6561 1157.8
77 5929 1347.4
65 4225 982.6
-59 3481 585.8
56 3136 746.8
10 100 47.6
-71 5041 873.8
-82 6724 1188.4
67 4489 1039.4
63 3969 927.4
73 5329 1219.4
4 16 18.8
-89 7921 1413.8
86 7396 1658.8
33 1089 291.4
-78 6084 1068.4
-10 100 7.6
-91 8281 1481.8
10 100 47.6
70 4900 1127.6
72 5184 1188.4
22 484 148.4
-41 1681 261.8
46 2116 522.8
4 16 18.8
40 1600 407.6
80 6400 1447.6
-66 4356 746.8
66 4356 1010.8
26 676 194.8
-60 3600 607.6
-99 9801 1769.8
-91 8281 1481.8
55 3025 722.6
-52 2704 444.4
3 9 15.4
-56 3136 522.8
89 7921 1769.8
-74 5476 954.8
-35 1225 182.6
-62 3844 652.4
-35 1225 182.6
59 3481 821.8
-12 144 12.4
-54 2916 482.8
-84 7056 1250.8
98 9604 2124.4
-79 6241 1097.8
-17 289 31.4
82 6724 1516.4
67 4489 1039.4
57 3249 771.4
-40 1600 247.6
-44 1936 306.8
95 9025 2002.6
80 6400 1447.6
-21 441 53.8
-83 6889 1219.4
99 9801 2165.8
89 7921 1769.8
-23 529 67.4
-97 9409 1695.4
-33 1089 159.4
-80 6400 1127.6
63 3969 927.4
-64 4096 698.8
-93 8649 1551.4
41 1681 425.8
-95 9025 1622.6
19 361 117.8
-23 529 67.4
-84 7056 1250.8
-7 49 3.4
63 3969 927.4
-11 121 9.8
57 3249 771.4
-24 576 74.8
-76 5776 1010.8
-35 1225 182.6
76 5776 1314.8
99 9801 2165.8
37 1369 355.4
-24 576 74.8
19 361 117.8
32 1024 276.4
60 3600 847.6
79 6241 1413.8
51 2601 629.8
31 961 261.8
49 2401 585.8
-20 400 47.6
22 484 148.4
47 2209 543.4
26 676 194.8
-32 1024 148.4
74 5476 1250.8
81 6561 1481.8
-20 400 47.6
-68 4624 796.4
-83 6889 1219.4
91 8281 1845.8
35 1225 322.6
-44 1936 306.8
34 1156 306.8
-97 9409 1695.4
-82 6724 1188.4
-81 6561 1157.8
-62 3844 652.4
-1 1 5.8
-51 2601 425.8
-48 2304 372.4
-58 3364 564.4
-99 9801 1769.8
-7 49 3.4
25 625 182.6
88 7744 1732.4
-2 4 4.4
-98 9604 1732.4
68 4624 1068.4
9 81 41.8
49 2401 585.8
-98 9604 1732.4
-84 7056 1250.8
-94 8836 1586.8
-28 784 108.4
44 1936 482.8
80 6400 1447.6
-5 25 2.6
-40 1600 247.6
-100 10000 1807.6
-69 4761 821.8
49 2401 585.8
-22 484 60.4
-80 6400 1127.6
47 2209 543.4
38 1444 372.4
-73 5329 927.4
33 1089 291.4
-54 2916 482.8
-75 5625 982.6
65 4225 982.6
-80 6400 1127.6
11 121 53.8
64 4096 954.8
65 4225 982.6
-18 324 36.4
37 1369 355.4
-53 2809 463.4
-63 3969 675.4
-94 8836 1586.8
-22 484 60.4
92 8464 1884.4
60 3600 847.6
4 16 18.8
-78 6084 1068.4
35 1225 322.6
-42 1764 276.4
-34 1156 170.8
94 8836 1962.8
10 100 47.6
-20 400 47.6
73 5329 1219.4
54 2916 698.8
-42 1764 276.4
27 729 207.4
-1 1 5.8
17 289 99.4
49 2401 585.8
99 9801 2165.8
100 10000 2207.6
2 4 12.4
-63 3969 675.4
-66 4356 746.8
55 3025 722.6
-9 81 5.8
0 0 7.6
-30 900 127.6
49 2401 585.8
-38 1444 220.4
38 1444 372.4
69 4761 1097.8
72 5184 1188.4
68 4624 1068.4
-7 49 3.4
60 3600 847.6
-70 4900 847.6
28 784 220.4
54 2916 698.8
-1 1 5.8
-86 7396 1314.8
22 484 148.4
32 1024 276.4
-49 2401 389.8
